"id_study";"age";"order";"count"
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Aquifoliales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Arecales";58
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Asterales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Boraginales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Brassicales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Caryophyllales";11
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Celastrales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Cucurbitales";4
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Cyatheales";2
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Dilleniales";12
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Ericales";31
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Fabales";65
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Gentianales";69
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Gnetales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Icacinales";1
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Lamiales";34
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Laurales";24
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Liliales";14
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Magnoliales";37
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Malpighiales";99
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Malvales";8
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Myrtales";40
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Oxalidales";12
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Piperales";13
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Proteales";3
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Ranunculales";6
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Rosales";38
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Santalales";11
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Sapindales";83
"PR_Letcher and Chazdon 2009_Forest recovery Costa Rica";"500";"Solanales";5
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"18";"Fabales";6
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"18";"Gentianales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"18";"Laurales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"18";"Malpighiales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"18";"Myrtales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"18";"Rosales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"18";"Sapindales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Fabales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Gentianales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Laurales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Magnoliales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Malpighiales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Myrtales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Rosales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"23";"Sapindales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Arecales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Bryales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Dilleniales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Ericales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Fabales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Laurales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Magnoliales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Malpighiales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Metteniusales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Myrtales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Rosales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"30";"Solanales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Alismatales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Arecales";6
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Asparagales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Asterales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Boraginales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Cucurbitales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Dilleniales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Ericales";6
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Fabales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Fagales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Gentianales";6
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Hypnales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Lamiales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Laurales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Magnoliales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Malpighiales";16
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Malvales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Myrtales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Oxalidales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Poales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Rosales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Sapindales";8
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Solanales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Sphagnales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"36";"Zingiberales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Arecales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Boraginales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Ericales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Fabales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Gentianales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Laurales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Magnoliales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Malpighiales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Myrtales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Rosales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"42";"Sapindales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Apiales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Arecales";18
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Asparagales";10
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Asterales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Boraginales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Brassicales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Bryales";5
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Caryophyllales";16
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Celastrales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Cucurbitales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Dilleniales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Ericales";67
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Fabales";55
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Fagales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Gentianales";44
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Hypnales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Jungermanniales";7
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Lamiales";10
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Laurales";26
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Magnoliales";46
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Malpighiales";71
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Malvales";13
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Myrtales";36
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Orthotrichales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Oxalidales";12
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Picramniales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Pinales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Piperales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Poales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Polypodiales";8
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Porellales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Pottiales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Proteales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Rosales";37
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Santalales";4
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Sapindales";50
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Saxifragales";1
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Solanales";3
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Sphagnales";2
"PR_Lopez-Quintero et al. 2012_Plants_Lopez";"500";"Zingiberales";6
"PR_McNamara et al. 2012_McNamara Laos fallow";"500";"Ericales";1
"PR_McNamara et al. 2012_McNamara Laos fallow";"500";"Magnoliales";2
"PR_McNamara et al. 2012_McNamara Laos fallow";"500";"Malpighiales";1
"PR_McNamara et al. 2012_McNamara Laos fallow";"500";"Rosales";1
"PR_McNamara et al. 2012_McNamara Laos fallow";"500";"Sapindales";1
"PR_McNamara et al. 2012_McNamara Laos fallow";"8.5";"Laurales";1
"PR_McNamara et al. 2012_McNamara Laos fallow";"8.5";"Magnoliales";1
"PR_Noske et al. 2008_Epiphytes Ecuador";"50";"Asparagales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Alismatales";15
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Apiales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Arecales";11
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Asparagales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Austrobaileyales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Celastrales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Cucurbitales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Dilleniales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Ericales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Fabales";13
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Gentianales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Gnetales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Lamiales";35
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Magnoliales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Malpighiales";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Malvales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Myrtales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Oxalidales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Pandanales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Piperales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Poales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Polypodiales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Porellales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Ranunculales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Rosales";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Sapindales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Solanales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Vitales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"0";"Zingiberales";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Alismatales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Arecales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Asparagales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Asterales";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Austrobaileyales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Caryophyllales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Celastrales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Commelinales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Dilleniales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Dioscoreales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Ericales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Fabales";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Fagales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Gentianales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Gnetales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Icacinales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Lamiales";25
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Liliales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Lycopodiales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Magnoliales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Malpighiales";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Malvales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Myrtales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Pandanales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Piperales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Poales";14
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Polypodiales";18
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Ranunculales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Rosales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Santalales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Schizaeales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Solanales";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Vitales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1";"Zingiberales";21
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Asterales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Celastrales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Chloranthales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Gentianales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Lamiales";13
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Laurales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Malpighiales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Malvales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Myrtales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Poales";11
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Polypodiales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Rosales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Santalales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Sapindales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Solanales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Vitales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"1.5";"Zingiberales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Alismatales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Arecales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Asparagales";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Austrobaileyales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Commelinales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Dilleniales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Ericales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Fabales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Gentianales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Hypnales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Lamiales";21
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Liliales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Magnoliales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Myrtales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Oxalidales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Piperales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Poales";10
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Polypodiales";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Rosales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Santalales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Sapindales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Schizaeales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Solanales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Vitales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"10";"Zingiberales";10
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Alismatales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Arecales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Asparagales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Cucurbitales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Dilleniales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Dioscoreales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Ericales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Fabales";11
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Gentianales";10
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Gnetales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Hypnales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Lamiales";33
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Liliales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Magnoliales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Malpighiales";8
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Malvales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Myrtales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Oxalidales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Piperales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Poales";10
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Polypodiales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Ranunculales";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Rosales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Schizaeales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Selaginellales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Solanales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Vitales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"12";"Zingiberales";21
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Alismatales";7
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Apiales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Arecales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Asparagales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Cucurbitales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Dilleniales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Ericales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Fabales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Gentianales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Gleicheniales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Gnetales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Lamiales";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Magnoliales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Malpighiales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Malvales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Ophioglossales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Piperales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Poales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Polypodiales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Ranunculales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Rosales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Sapindales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Schizaeales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Selaginellales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Solanales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"15";"Zingiberales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"18";"Alismatales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"18";"Apiales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"18";"Arecales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_herbs";"18";"Asparagales";2
